category;cohort;country
Network C&D,2024,United Kingdom of Great Britain and Northern Ireland
Data,2025,United States of America (US)
Security,2020,Cambodia
Containers,2025,United States of America (US)
Dev Tools,2025,United States of America (US)
Containers,2022,Brazil
Dev Tools,2022,Viet Nam
Cloud Operations,2023,United States of America
Serverless,2023,United Kingdom of Great Britain and Northern Ireland
Dev Tools,2022,China
Dev Tools,2020,United States of America
Serverless,2025,Germany (DE)
Network C&D,2022,Indonesia
AI Engineering,2023,Canada
Machine Learning,2024,Philippines
Cloud Operations,2022,Brazil
Containers,2024,Israel
Dev Tools,2024,Kenya
Machine Learning,2020,Sweden
Dev Tools,2025,United States of America (US)
Serverless,2024,New Zealand
Serverless,2025,South Africa (ZA)
Security,2025,India (IN)
Containers,2023,Viet Nam
Cloud Operations,2025,Thailand (TH)
Serverless,2024,Peru
Data,2025,Indonesia (ID)
Security,2022,Israel
Data,2025,Brazil (BR)
Dev Tools,2022,Switzerland
Security,2024,United States of America
Security,2023,Ghana
Cloud Operations,2022,United Arab Emirates
Containers,2021,Belgium
Serverless,2024,Spain
Serverless,2020,United Kingdom of Great Britain and Northern Ireland
Serverless,2025,Australia (AU)
Cloud Operations,2021,China
Serverless,2025,Colombia (CO)
Cloud Operations,2023,Romania
Cloud Operations,2020,Romania
Dev Tools,2023,Australia
Network C&D,2025,Kenya (KE)
Data,2024,Peru
Dev Tools,2023,Brazil
Network C&D,2022,Spain
Network C&D,2024,Brazil
Security,2023,Brazil
Serverless,2022,United Kingdom of Great Britain and Northern Ireland
Serverless,2025,United Kingdom of Great Britain and Northern Ireland (GB)
Containers,2021,Nigeria
Dev Tools,2021,Indonesia
Serverless,2022,Netherlands
A,2024,Slovakia
Machine Learning,2023,Kenya
Machine Learning,2023,Singapore
Cloud Operations,2024,China
Containers,2022,Bangladesh
Cloud Operations,2025,Germany (DE)
Containers,2022,Sri Lanka
Cloud Operations,2021,Netherlands
Dev Tools,2023,Canada
Serverless,2025,India (IN)
Serverless,2025,Sri Lanka (LK)
Data,2022,Mexico
Cloud Operations,2025,United States of America (US)
Containers,2025,United Kingdom of Great Britain and Northern Ireland (GB)
Data,2022,India
Network C&D,2025,India (IN)
Dev Tools,2023,United Arab Emirates
Data,2025,Egypt (EG)
Network C&D,2025,United Arab Emirates (AE)
Data,2025,Pakistan (PK)
Containers,2025,Australia (AU)
Security,2025,Japan (JP)
Dev Tools,2025,United States of America (US)
Serverless,2024,Germany
Containers,2025,Brazil (BR)
Dev Tools,2023,United States of America
Serverless,2023,United Arab Emirates
Data,2024,Kenya
Dev Tools,2024,Japan
Serverless,2023,Singapore
Serverless,2025,Netherlands (NL)
Dev Tools,2025,Germany (DE)
Cloud Operations,2025,Senegal (SN)
Network C&D,2025,Sweden (SE)
Security,2023,United Kingdom of Great Britain and Northern Ireland
Data,2025,United States of America (US)
Security,2023,Kenya
Security,2025,Japan (JP)
Data,2025,India (IN)
Machine Learning,2021,United Kingdom of Great Britain and Northern Ireland
Containers,2025,India (IN)
Cloud Operations,2023,India
Network C&D,2024,India
Data,2025,United Kingdom of Great Britain and Northern Ireland (GB)
Containers,2024,India
Serverless,2023,Australia
Serverless,2025,India (IN)
Dev Tools,2023,India
Dev Tools,2024,Portugal
Serverless,2023,Spain
Security,2025,Mexico (MX)
Cloud Operations,2025,Germany (DE)
Serverless,2025,Germany (DE)
Dev Tools,2022,Sri Lanka
Serverless,2022,Canada
Serverless,2025,Canada (CA)
AI Engineering,2025,Lebanon (LB)
Containers,2021,Brazil
Containers,2021,United Kingdom of Great Britain and Northern Ireland
Network C&D,2021,Japan
Security,2022,United Kingdom of Great Britain and Northern Ireland
Serverless,2022,United Kingdom of Great Britain and Northern Ireland
Cloud Operations,2025,Mexico (MX)
Data,2022,Peru
Network C&D,2023,Brazil
Serverless,2023,Brazil
Containers,2022,Sweden
Containers,2023,Sweden
Security,2021,Czech Republic
Dev Tools,2022,Peru
Network C&D,2022,Poland
Network C&D,2023,United States of America
Security,2023,Argentina
AI Engineering,2025,Colombia (CO)
Cloud Operations,2022,United Kingdom of Great Britain and Northern Ireland
Containers,2025,United Kingdom of Great Britain and Northern Ireland (GB)
Security,2025,Mexico (MX)
Cloud Operations,2025,France (FR)
Serverless,2025,United Kingdom of Great Britain and Northern Ireland (GB)
Serverless,2021,Montenegro
Dev Tools,2021,Mexico
Security,2024,Peru
Cloud Operations,2025,Colombia (CO)
Containers,2021,United States of America
Dev Tools,2022,United Kingdom of Great Britain and Northern Ireland
Dev Tools,2022,Kenya
Dev Tools,2021,United Kingdom of Great Britain and Northern Ireland
AI Engineering,2020,Hungary
Security,2024,New Zealand
Network C&D,2025,Netherlands (NL)
Serverless,2022,Serbia
Serverless,2024,Slovakia
Containers,2025,United Kingdom of Great Britain and Northern Ireland (GB)
Cloud Operations,2022,Finland
Cloud Operations,2022,Bulgaria
Containers,2022,Germany
Machine Learning,2020 beta,United States of America
Serverless,2022,Germany
AI Engineering,2025,Argentina (AR)
Security,2025,Argentina (AR)
Serverless,2024,Sweden
Security,2023,United States of America
Serverless,2023,United Kingdom of Great Britain and Northern Ireland
Dev Tools,2020,Palestinian Territory
Security,2025,United States of America (US)
Dev Tools,2025,Japan (JP)
Dev Tools,2022,Japan
Serverless,2024,Japan
Serverless,2023,Japan
Dev Tools,2025,Japan (JP)
AI Engineering,2025,Japan (JP)
Cloud Operations,2021,Japan
Dev Tools,2022,Japan
Dev Tools,2025,Japan (JP)
Machine Learning,2021,Japan
Dev Tools,2025,Netherlands (NL)
Serverless,2021,Poland
Machine Learning,2024,Germany
Security,2023,Brazil
Serverless,2025,Netherlands (NL)
Serverless,2025,Malta (MT)
Containers,2025,India (IN)
AI Engineering,2021,Argentina
Containers,2025,Argentina (AR)
Containers,2025,Argentina (AR)
Containers,2020,United States of America
Dev Tools,2020,United States of America
Machine Learning,2023,France
Serverless,2023,United Kingdom of Great Britain and Northern Ireland
Serverless,2024,United States of America
Serverless,2020,United States of America
Containers,2022,Italy
Data,2020,United Kingdom of Great Britain and Northern Ireland
Network C&D,2023,United States of America
Serverless,2022,Australia
Serverless,2022,United Kingdom of Great Britain and Northern Ireland
Serverless,2020,Australia
Machine Learning,2022,Switzerland
Serverless,2021,Canada
Serverless,2021,Germany
Dev Tools,2023,Ghana
Machine Learning,2023,Cameroon
Security,2025,India (IN)
Machine Learning,2025,United States of America (US)
Network C&D,2025,Congo (CD)
Containers,2023,Japan
Containers,2022,Bangladesh
Machine Learning,2021,Bangladesh
Security,2023,United States of America
Serverless,2023,Bangladesh
Serverless,2023,Bangladesh
Serverless,2022,Bangladesh
Serverless,2025,Malaysia (MY)
Machine Learning,2022,Bangladesh
Security,2025,United States of America (US)
Dev Tools,2025,United States of America (US)
Security,2022,Turkey
Containers,2021,India
Data,2021,Indonesia
Security,2020,France
Containers,2025,United Kingdom of Great Britain and Northern Ireland (GB)
Cloud Operations,2025,Norway (NO)
Machine Learning,2021,Pakistan
Serverless,2022,Lebanon
Security,2025,United States of America (US)
Containers,2023,Nigeria
Containers,2024,United States of America
Data,2024,United States of America
Dev Tools,2022,United States of America
Security,2022,United States of America
Security,2023,Austria
Serverless,2020,Japan
Serverless,2025,Nigeria (NG)
Serverless,2025,Australia (AU)
Security,2025,United States of America (US)
Security,2025,United States of America (US)
Containers,2023,Slovakia
Security,2023,Poland
Serverless,2021,Poland
Serverless,2024,Czech Republic
Serverless,2025,India (IN)
Cloud Operations,2022,United Kingdom of Great Britain and Northern Ireland
Containers,2022,Spain
Network C&D,2023,Spain
Serverless,2024,United States of America
Data,2025,Latvia (LV)
Cloud Operations,2021,Hungary
Dev Tools,2025,Netherlands (NL)
Cloud Operations,2021,United States of America
Containers,2025,United States of America (US)
Serverless,2024,Czech Republic
Security,2024,Japan
Machine Learning,2023,Germany
Cloud Operations,2021,Bangladesh
AI Engineering,2025,Republic of Korea (KR)
Data,2022,South Korea
Dev Tools,2023,Japan
Serverless,2022,Japan
Data,2024,Bangladesh
Cloud Operations,2025,Japan (JP)
Dev Tools,2023,Pakistan
Data,2022,Lebanon
Dev Tools,2021,Lebanon
Containers,2023,Sri Lanka
Containers,2023,Sri Lanka
Machine Learning,2021,Egypt
Serverless,2021,Germany
Serverless,2025,Egypt (EG)
Network C&D,2025,Morocco (MA)
Data,2025,Egypt (EG)
Network C&D,2025,Netherlands (NL)
Serverless,2025,Egypt (EG)
Containers,2022,Pakistan
Machine Learning,2025,Pakistan (PK)
Serverless,2025,Lebanon (LB)
Serverless,2020 beta,India
Serverless,2025,Nigeria (NG)
Network C&D,2023,India
Network C&D,2024,India
Serverless,2025,India (IN)
Cloud Operations,2025,Australia (AU)
Containers,2021,India
Serverless,2025,India (IN)
Containers,2025,Thailand (TH)
Network C&D,2023,Mexico
Machine Learning,2024,United Kingdom of Great Britain and Northern Ireland
Cloud Operations,2023,Kenya
Dev Tools,2025,Republic of Korea (KR)
Cloud Operations,2025,Egypt (EG)
Security,2024,Canada
Security,2025,Nigeria (NG)
Dev Tools,2025,Tunisia (TN)
Serverless,2025,Germany (DE)
Network C&D,2025,South Africa (ZA)
Data,2025,United States of America (US)
Dev Tools,2023,Saudi Arabia
Containers,2023,Pakistan
Data,2021,Pakistan
Data,2023,Indonesia
AI Engineering,2023,United Arab Emirates
Dev Tools,2023,Pakistan
Dev Tools,2023,Netherlands
Dev Tools,2024,Pakistan
Dev Tools,2022,Pakistan
AI Engineering,2021,Pakistan
Machine Learning,2022,Nigeria
Security,2022,United States of America
Data,2025,Pakistan (PK)
Machine Learning,2025,Pakistan (PK)
Cloud Operations,2025,Indonesia (ID)
Machine Learning,2025,Singapore (SG)
Serverless,2025,Pakistan (PK)
Network C&D,2025,Pakistan (PK)
Containers,2023,India
Data,2021,Turkey
Network C&D,2023,Egypt
Containers,2023,India
Security,2024,India
AI Engineering,2025,Nepal (NP)
Cloud Operations,2023,India
Dev Tools,2023,United Kingdom of Great Britain and Northern Ireland
Dev Tools,2023,Turkey
Machine Learning,2021,Pakistan
Containers,2021,Turkey
Security,2025,United States of America (US)
AI Engineering,2021,India
Cloud Operations,2025,India (IN)
Containers,2022,United States of America
Security,2024,United States of America
Containers,2023,Poland
Containers,2025,India (IN)
Machine Learning,2023,Australia
Serverless,2025,United States of America (US)
Serverless,2022,Sri Lanka
Data,2025,Bangladesh (BD)
Containers,2021,India
Containers,2023,India
Security,2024,United Kingdom of Great Britain and Northern Ireland
Containers,2025,India (IN)
Network C&D,2025,Japan (JP)
Containers,2022,Argentina
Containers,2025,United Kingdom of Great Britain and Northern Ireland (GB)
Security,2025,United States of America (US)
Cloud Operations,2021,India
Cloud Operations,2023,India
Security,2025,Kenya (KE)
Network C&D,2022,United States of America
Machine Learning,2024,Japan
Dev Tools,2025,Japan (JP)
Serverless,2023,France
Network C&D,2025,United Kingdom of Great Britain and Northern Ireland (GB)
Serverless,2020,India
Dev Tools,2025,India (IN)
Dev Tools,2021,United Kingdom of Great Britain and Northern Ireland
Dev Tools,2025,New Zealand (NZ)
Cloud Operations,2024,United States of America
Machine Learning,2023,Nigeria
Dev Tools,2025,Thailand (TH)
Cloud Operations,2023,India
Cloud Operations,2023,India
Containers,2021,United States of America
Cloud Operations,2024,India
Cloud Operations,2020,United States of America
Serverless,2021,Bahamas
Cloud Operations,2025,United States of America (US)
Data,2023,United States of America
Data,2021,United States of America
Security,2025,United Kingdom of Great Britain and Northern Ireland (GB)
Cloud Operations,2023,India
Cloud Operations,2025,India (IN)
Cloud Operations,2023,United Kingdom of Great Britain and Northern Ireland
Serverless,2025,Philippines (PH)
AI Engineering,2025,United Kingdom of Great Britain and Northern Ireland (GB)
Dev Tools,2022,Philippines
Serverless,2025,Viet Nam (VN)
Network C&D,2025,Nigeria (NG)
Containers,2024,Viet Nam
Network C&D,2023,Viet Nam
Dev Tools,2022,Ireland
Security,2021,United States of America
Security,2022,United States of America
AI Engineering,2025,Singapore (SG)
Cloud Operations,2022,Netherlands
Security,2020,Denmark
Machine Learning,2025,Australia (AU)
Security,2025,New Zealand (NZ)
Serverless,2025,United Kingdom of Great Britain and Northern Ireland (GB)
Containers,2025,Chile (CL)
Serverless,2025,Italy (IT)
Containers,2021,Lebanon
Network C&D,2023,Argentina
Security,2025,Colombia (CO)
Dev Tools,2025,Malaysia (MY)
AI Engineering,2025,United States of America (US)
Containers,2025,United States of America (US)
Network C&D,2023,Philippines
Serverless,2025,India (IN)
Containers,2022,Ukraine
Serverless,2025,Canada (CA)
Containers,2025,Israel (IL)
Cloud Operations,2023,United Kingdom of Great Britain and Northern Ireland
Cloud Operations,2021,Finland
Dev Tools,2023,Finland
Serverless,2024,Germany
Security,2020,Bulgaria
Containers,2022,India
Data,2025,United States of America (US)
Serverless,2025,Nepal (NP)
Dev Tools,2023,India
Containers,2023,India
Serverless,2025,Nepal (NP)
Cloud Operations,2024,India
Serverless,2025,Nepal (NP)
Containers,2025,Ireland (IE)
Network C&D,2025,Sri Lanka (LK)
Containers,2024,Australia
Data,2025,United States of America (US)
Serverless,2022,Sri Lanka
Security,2025,Japan (JP)
Cloud Operations,2023,Japan
Security,2020,Kenya
Security,2021,Turkey
Containers,2021,Indonesia
Dev Tools,2023,South Africa
Security,2023,Sri Lanka
Dev Tools,2024,Nigeria
Serverless,2025,Chile (CL)
Dev Tools,2025,United Kingdom of Great Britain and Northern Ireland (GB)
Containers,2025,United States of America (US)
Dev Tools,2022,Nigeria
Machine Learning,2025,Türkiye / Turkey (TR)
Containers,2025,Japan (JP)
Dev Tools,2025,United Kingdom of Great Britain and Northern Ireland (GB)
Dev Tools,2022,Nigeria
Network C&D,2025,Canada (CA)
Containers,2025,Nigeria (NG)
Machine Learning,2023,Nigeria
Machine Learning,2023,Japan
Containers,2025,Poland (PL)
Security,2022,Ukraine
Data,2024,Germany
Serverless,2024,Australia
Dev Tools,2025,France (FR)
Cloud Operations,2022,Nigeria
Serverless,2025,Nigeria (NG)
Containers,2022,Nigeria
Network C&D,2022,Nigeria
Network C&D,2022,United States of America
AI Engineering,2025,United States of America (US)
Containers,2022,Nigeria
Containers,2022,Nigeria
Dev Tools,2022,Nigeria
Serverless,2023,Nigeria
Machine Learning,2022,Nigeria
Containers,2022,United States of America
Dev Tools,2023,United Kingdom of Great Britain and Northern Ireland
Serverless,2024,France
Cloud Operations,2023,India
AI Engineering,2023,India
Network C&D,2022,Turkey
Network C&D,2022,Nigeria
Containers,2025,Israel (IL)
Security,2025,Israel (IL)
Serverless,2025,Israel (IL)
Security,2022,Israel
Network C&D,2025,Nigeria (NG)
Data,2022,Turkey
Data,2022,Jordan
Cloud Operations,2022,Brazil
Serverless,2022,Spain
Machine Learning,2025,Colombia (CO)
Serverless,2022,Nigeria
Network C&D,2025,Nigeria (NG)
Serverless,2023,Germany
Serverless,2025,Morocco (MA)
Dev Tools,2022,Turkey
Cloud Operations,2023,Turkey
Containers,2021,Argentina
Security,2023,Estonia
Cloud Operations,2025,Nigeria (NG)
Machine Learning,2020,Spain
Network C&D,2024,India
Dev Tools,2022,Sri Lanka
Data,2023,India
Data,2020,Bangladesh
Containers,2025,Sri Lanka (LK)
Serverless,2025,Germany (DE)
Cloud Operations,2023,Italy
Serverless,2022,Italy
Security,2021,United States of America
Network C&D,2025,Kenya (KE)
Cloud Operations,2025,Germany (DE)
Dev Tools,2022,Poland
Containers,2023,Singapore
Data,2024,United Kingdom of Great Britain and Northern Ireland
Machine Learning,2023,United States of America
Network C&D,2023,United Kingdom of Great Britain and Northern Ireland
Security,2022,United Kingdom of Great Britain and Northern Ireland
Serverless,2024,France
Containers,2025,United Kingdom of Great Britain and Northern Ireland (GB)
Cloud Operations,2025,Ghana (GH)
Network C&D,2023,Kenya
Cloud Operations,2022,Brazil
Network C&D,2020,Brazil
Security,2022,Brazil
Serverless,2025,Cyprus (CY)
AI Engineering,2025,India (IN)
AI Engineering,2025,India (IN)
Cloud Operations,2023,Poland
Dev Tools,2023,Germany
Security,2023,Poland
Serverless,2021,Germany
Serverless,2022,Finland
Cloud Operations,2022,Italy
Dev Tools,2023,United Kingdom of Great Britain and Northern Ireland
Dev Tools,2023,United States of America
Network C&D,2024,United States of America
Serverless,2022,Kenya
Cloud Operations,2023,Nigeria
Cloud Operations,2021,Finland
Serverless,2025,Kenya (KE)
Security,2025,Viet Nam (VN)
Network C&D,2025,Belgium (BE)
Machine Learning,2020,United Kingdom of Great Britain and Northern Ireland
Network C&D,2025,Brazil (BR)
Machine Learning,2023,Kenya
Network C&D,2023,Viet Nam
Security,2023,South Africa
Security,2025,Colombia (CO)
Serverless,2022,China
Cloud Operations,2024,Germany
Containers,2023,Poland
Serverless,2022,Poland
Serverless,2023,Poland
Containers,2022,Sri Lanka
Containers,2020,India
Security,2022,India
Containers,2021,Canada
Serverless,2025,Thailand (TH)
Machine Learning,2024,India
Dev Tools,2025,Nepal (NP)
Machine Learning,2025,India (IN)
Serverless,2023,India
Network C&D,2025,Thailand (TH)
Data,2020,India
Cloud Operations,2025,India (IN)
AI Engineering,2023,India
Serverless,2021,Singapore
Machine Learning,2023,India
Network C&D,2024,Canada
Serverless,2025,India (IN)
Cloud Operations,2025,India (IN)
Network C&D,2023,India
Serverless,2023,Sri Lanka
Containers,2025,India (IN)
Containers,2025,United Kingdom of Great Britain and Northern Ireland (GB)
Cloud Operations,2025,Nepal (NP)
Cloud Operations,2023,India
Data,2023,United States of America
Containers,2025,India (IN)
Containers,2025,Nepal (NP)
Data,2023,India
Containers,2025,India (IN)
Cloud Operations,2025,India (IN)
Dev Tools,2021,United States of America
Containers,2025,Australia (AU)
Containers,2025,India (IN)
Containers,2025,India (IN)
Cloud Operations,2023,Finland
Serverless,2021,Malaysia
Serverless,2023,India
Security,2025,India (IN)
Cloud Operations,2022,Sri Lanka
Security,2024,Netherlands
Containers,2025,Nigeria (NG)
Serverless,2022,Poland
Serverless,2021,Netherlands
Cloud Operations,2022,India
Serverless,2023,India
Containers,2020,South Korea
Machine Learning,2022,Pakistan
Serverless,2022,Pakistan
Serverless,2023,Japan
Machine Learning,2022,Nigeria
Cloud Operations,2023,Nepal
Network C&D,2025,Nepal (NP)
Serverless,2023,Poland
Serverless,2025,Malaysia (MY)
Dev Tools,2024,Spain
Serverless,2022,Brazil
Serverless,2022,United States of America
AI Engineering,2025,India (IN)
Machine Learning,2024,United States of America
Security,2024,India
Machine Learning,2024,India
Serverless,2025,India (IN)
Data,2022,India
Containers,2023,India
Cloud Operations,2020,India
Containers,2021,India
Data,2023,India
Dev Tools,2023,Finland
Security,2023,Australia
Serverless,2022,India
Serverless,2022,India
Serverless,2021,Australia
Serverless,2023,India
Data,2025,India (IN)
Serverless,2025,India (IN)
Serverless,2025,India (IN)
Cloud Operations,2023,Brazil
Containers,2023,India
Cloud Operations,2023,India
Serverless,2025,Nepal (NP)
Serverless,2025,India (IN)
Containers,2025,India (IN)
Serverless,2023,India
Data,2025,India (IN)
Cloud Operations,2025,Nepal (NP)
Security,2025,United States of America (US)
Dev Tools,2025,Netherlands (NL)
Security,2024,India
Security,2022,India
Serverless,2025,Netherlands (NL)
Cloud Operations,2025,United Kingdom of Great Britain and Northern Ireland (GB)
Dev Tools,2021,India
Security,2021,Singapore
Data,2024,Nepal
AI Engineering,2025,India (IN)
Containers,2025,United States of America (US)
Security,2024,New Zealand
Cloud Operations,2022,United Kingdom of Great Britain and Northern Ireland
Security,2024,United States of America
Data,2022,India
Serverless,2025,Sri Lanka (LK)
Data,2025,Netherlands (NL)
Dev Tools,2025,United Kingdom of Great Britain and Northern Ireland (GB)
AI Engineering,2025,Switzerland (CH)
Dev Tools,2022,Nigeria
Dev Tools,2022,United States of America
Serverless,2021,Brazil
Serverless,2024,Germany
Containers,2023,India
Serverless,2023,India
Dev Tools,2025,India (IN)
Containers,2025,Malaysia (MY)
Serverless,2023,India
Serverless,2022,Sweden
Security,2023,United Kingdom of Great Britain and Northern Ireland
Security,2024,United States of America
Dev Tools,2023,India
Serverless,2021,Singapore
Serverless,2025,United States of America (US)
Containers,2023,India
Dev Tools,2022,Iraq
AI Engineering,2025,Singapore (SG)
